"Syndroms related to vision impairment",,,,,,,,
Name,,Website,,Problems,,,,Genes
"Cerebral cavernous malformation",,https://ghr.nlm.nih.gov/condition/cerebral-cavernous-malformation,,"Other people with this condition may experience serious signs and symptoms such as vision loss",,,,"Mutations in these three genes (KRIT1 (also known as CCM1), CCM2, and PDCD10 (also known as CCM3)) account for 85 to 95 percent of all cases of familial cerebral cavernous malformations. The remaining 5 to 15 percent of cases may be due to mutations in unidentified genes or to other unknown causes. "
"Cerebrotendinous xanthomatosis",,https://ghr.nlm.nih.gov/condition/cerebrotendinous-xanthomatosis,,"Other features of cerebrotendinous xanthomatosis include clouding of the lenses of the eyes (cataracts) . a redceA ability to produce and release a digestive fluid called bile (cholestasis), which can lead to a yellowing of the stheof the eyes (jaundice); ",,,,"Mutations in the CYP27A1 gene lead to the production of a nonfunction or abnormal sterol 27-hydroxylase that cannot help form chenodeoxycholic acid. As a result, other molecules are formed by an alternative pathway."
"Chanarin-Dorfman syndrome",,https://ghr.nlm.nih.gov/condition/chanarin-dorfman-syndrome,,"Additional features of this condition include an enlarged liver (hepatomegaly), clouding of the lens of the eyes (cataracts), difficulty with coordinating movements (ataxia), hearing loss, short stature, muscle weakness (myopathy), involuntary movement of the eyes (nystagmus), ",,,,"ABHD5 gene mutations impair the protein's ability to activate the ATGL enzyme. An inactive enzyme makes the breakdown of triglycerides impossible, causing them to accumulate in tissues throughout the body. The buildup of triglycerides results in the signs and symptoms of Chanarin-Dorfman syndrome."
"Charcot-Marie-Tooth disease",,https://ghr.nlm.nih.gov/condition/charcot-marie-tooth-disease,,"In some cases, affected individuals experience gradual loss of vision.",,,,"CMT1 is caused by mutations in the following genes: PMP22 (CMT1A and CMT1E), MPZ (CMT1B), LITAF (CMT1C), EGR2 (CMT1D), and NEFL (CMT1F). CMT2 can result from alterations in many genes, including MFN2 and KIF1B (CMT2A); RAB7A (CMT2B); LMNA (CMT2B1); TRPV4 (CMT2C); BSCL2 and GARS (CMT2D); NEFL (CMT2E); HSPB1 (CMT2F); MPZ (CMT2I and CMT2J); GDAP1 (CMT2K); and HSPB8 (CMT2L). Certain DNM2 gene mutations also cause a form of CMT2. CMT4 is caused by mutations in the following genes: GDAP1 (CMT4A), MTMR2 (CMT4B1), SBF2 (CMT4B2), SH3TC2 (CMT4C), NDRG1 (CMT4D), EGR2 (CMT4E), PRX (CMT4F), FGD4 (CMT4H), and FIG4 (CMT4J). Intermediate forms of the disorder can be caused by alterations in genes including DNM2, MPZ, YARS, and GDAP1. CMTX is caused by mutations in genes including GJB1 (CMTX1) and PRPS1 (CMTX5). Mutations in additional genes, some of which have not been identified, also cause various forms of Charcot-Marie-Tooth disease."
"CHARGE syndrome",,https://ghr.nlm.nih.gov/condition/charge-syndrome,,"Most individuals with CHARGE syndrome have a gap or hole in one of the structures of the eye (coloboma), which forms during early development. A coloboma may be present in one or both eyes and may impair a person's vision, depending on its size and location. Some affected individuals also have abnormally small or underdeveloped eyes (microphthalmia).",,,,"Mutations in the CHD7 gene cause most cases of CHARGE syndrome. Most mutations in the CHD7 gene lead to the production of an abnormal CHD7 protein that is broken down prematurely. Shortage of this protein is thought to disrupt chromatin remodeling and the regulation of gene expression. Changes in gene expression during embryonic development likely cause the signs and symptoms of CHARGE syndrome. A small percentage of individuals with CHARGE syndrome do not have an identified mutation in the CHD7 gene. Some of them may have a genetic change affecting the CHD7 gene that has not been found, and others may have a change in a different gene, although additional genes associated with CHARGE syndrome have not been identified."
"Chediak-Higashi syndrome",,https://ghr.nlm.nih.gov/condition/chediak-higashi-syndrome,,"Chediak-Higashi syndrome is also characterized by a condition called oculocutaneous albinism, Oculocutaneous albinism also causes vision problems such as reduced sharpness; rapid, involuntary eye movements (nystagmus); and increased sensitivity to light (photophobia). Chediak-Higashi syndrome is caused by mutations in the LYST gene.In pigment cells calle d melanocytes, cellular structures called melanosomes (which are related to lysosomes) are abnormally large. Melanosomes produce and distribute a pigment called melanin, which is the substance that gives skin, hair, and eyes their color. People with Chediak-Higashi syndrome have oculocutaneous albinism because melanin is trapped within the giant melanosomes and is unable to contribute to skin, hair, and eye pigmentation.",,,,"Chediak-Higashi syndrome is caused by mutations in the LYST gene. EopPle with Chediak-Higashi syndrome have oculocutaneous albinism because melanin is trapped within the giant melanosomes and is unable to contribute to skin, hair, and eye pigmentation."
Cherubism,,https://ghr.nlm.nih.gov/condition/cherubism,,"In some people the condition is so mild that it may not be noticeable, while other cases are severe enough to cause problems with vision",,,,"Mutations in the SH3BP2 gene have been identified in about 80 percent of people with cherubism. In most of the remaining cases, the genetic cause of the condition is unknown."
"CHOPS syndrome",,https://ghr.nlm.nih.gov/condition/chops-syndrome,,"Other features that can occur in CHOPS syndrome include clouding of the lens of the eye (cataract);",,,,"Mutations in the AFF4 gene are thought to result in an AFF4 protein that is not broken down when it is no longer needed, so more AFF4 protein is available than usual. The excess AFF4 protein interferes with normal pauses in transcription. This dysregulation of transcription leads to problems in the development of multiple organs and tissues, resulting in the signs and symptoms of CHOPS syndrome."
Chordoma,,https://ghr.nlm.nih.gov/condition/chordoma,,"A chordoma is a rare type of cancerous tumor that can occur anywhere along the spine, from the base of the skull to the tailbone. A chordoma at the base of the skull (occipital chordoma) may lead to double vision (diplopia)",,,,"Changes in the TBXT gene have been associated with chordoma. "
Choroideremia,,https://ghr.nlm.nih.gov/condition/choroideremia,,"Progressive vision loss that mainly affects males.  The first symptom of this condition is usually an impairment of night vision (night blindness), which can occur in early childhood. A progressive narrowing of the field of vision (tunnel vision) follows, as well as a decrease in the ability to see details (visual acuity). ",,,,"Mutations in the CHM gene cause choroideremia. The CHM gene provides instructions for producing the Rab escort protein-1 (REP-1).Research suggests that when REP-1 is absent or nonfunctional, REP-2 can perform the protein escort duties of REP-1 in many of the body's tissues. Very little REP-2 protein is present in the retina, however, so it cannot compensate for the loss of REP-1 in this tissue. Loss of REP-1 function and subsequent misplacement of Rab proteins within the cells of the retina causes the progressive vision loss characteristic of choroideremia."
Citrullinemia,,https://ghr.nlm.nih.gov/condition/citrullinemia,,"This later-onset form is associated with blind spots (scotomas),",,,,"Mutations in the ASS1 and SLC25A13 genes cause citrullinemia."
"CLPB deficiency",,https://ghr.nlm.nih.gov/condition/clpb-deficiency,,"Many people with mild, moderate, or severe CLPB deficiency have clouding of the lenses of the eyes (cataracts) from birth (congenital) or beginning in infancy.",,,,"CLPB gene mutations likely reduce or eliminate the amount of functional CLPB protein. The severity of the condition is thought to be related to the amount of functional protein remaining: severe CLPB deficiency is likely caused by a complete absence of CLPB protein, while moderate and mild CLPB deficiency result when some functional CLPB protein is produced. Researchers are unsure how reduction or absence of this protein leads to the signs and symptoms of CLPB deficiency."
