Name1,GHR-webpage1,frequency1,Description1,,Related-gene-list1,,,Synonym-list1,Db-key-list1,key1,reviewed1,published,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"3MC syndrome",https://ghr.nlm.nih.gov/condition/3mc-syndrome,"3MC syndrome is a rare disorder; its exact prevalence is unknown.",html,memo,related-gene,gene-symbol,ghr-page,"Carnevale-Krajewska-Fischetto syndrome",db,key,2015-12,2017-12-29,,,,
,,,html:p,"autosomal recessive",,COLEC11,https://ghr.nlm.nih.gov/gene/COLEC11,"Carnevale syndrome",GTR,C0796032,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"craniofacial-ulnar-renal syndrome",db,key,,,,,,
,,,html:p,,,MASP1,https://ghr.nlm.nih.gov/gene/MASP1,"craniosynostosis with lid anomalies",GTR,C0796059,,,,,,
,,,,,,,,"Malpuech facial clefting syndrome",db,key,,,,,,
,,,,,,,,"Malpuech syndrome",GTR,C0796279,,,,,,
,,,,,,,,"Michels syndrome",db,key,,,,,,
,,,,,,,,"Mingarelli syndrome",GTR,CN230015,,,,,,
,,,,,,,,"oculo-skeletal-abdominal syndrome",db,key,,,,,,
,,,,,,,,"oculopalatoskeletal syndrome",MeSH,D019465,,,,,,
,,,,,,,,"OSA syndrome",db,key,,,,,,
,,,,,,,,"ptosis of eyelids with diastasis recti and hip dysplasia",OMIM,248340,,,,,,
,,,,,,,,"ptosis-strabismus-rectus addominis diastasis",db,key,,,,,,
,,,,,,,,,OMIM,257920,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,265050,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,293843,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",720756005,,,,,,
"3p deletion syndrome",https://ghr.nlm.nih.gov/condition/3p-deletion-syndrome,"3p deletion syndrome is likely a rare disorder; at least 30 cases have been",html,memo,related-chromosome,name,ghr-page,"3p partial monosomy syndrome",db,key,2016-06,2017-12-29,,,,
,,"described in the scientific literature.",html:p,"not inherited",,3,https://ghr.nlm.nih.gov/chromosome/3,"3p- syndrome",GTR,C0795806,,,,,,
,,,,,,,,"chromosome 3, deletion 3p",db,key,,,,,,
,,,,,,,,"chromosome 3, monosomy 3p",MeSH,D002872,,,,,,
,,,,,,,,"chromosome 3p deletion syndrome",db,key,,,,,,
,,,,,,,,"del(3p) syndrome",OMIM,613792,,,,,,
,,,html:p,,,,,"deletion 3p",db,key,,,,,,
,,,,,,,,"monosomy 3p",Orphanet,1620,,,,,,
,,,,,,,,"partial monosomy 3p",db,key,,,,,,
,,,,,,,,,"SNOMED CT",449819002,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"3q29 microdeletion syndrome",https://ghr.nlm.nih.gov/condition/3q29-microdeletion-syndrome,"3q29 microdeletion syndrome appears to be very rare. Based on a study from",html,memo,related-chromosome,name,ghr-page,"3q subtelomere deletion syndrome",db,key,2017-08,2017-12-29,,,,
,,"Iceland, the condition has an estimated incidence of 1 in 30,000 to 40,000",html:p,"autosomal dominant",,3,https://ghr.nlm.nih.gov/chromosome/3,"3q29 deletion syndrome",GTR,C2674949,,,,,,
,,"people in that population. About 75 affected individuals have been described in",,,,,,"3q29 recurrent deletion",db,key,,,,,,
,,"the medical literature.",,,,,,"chromosome 3q29 deletion syndrome",GeneReviews,mdel3q29,,,,,,
,,,,,,,,"microdeletion 3q29 syndrome",db,key,,,,,,
,,,html:p,,,,,"monosomy 3q29",MeSH,D002872,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D008607,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,609425,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,65286,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,"SNOMED CT",716456000,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"3q29 microduplication syndrome",https://ghr.nlm.nih.gov/condition/3q29-microduplication-syndrome,"3q29 microduplication syndrome appears to be very rare. Fewer than 30",html,memo,related-chromosome,name,ghr-page,"3q29 interstitial microduplication",db,key,2017-08,2017-12-29,,,,
,,"affected individuals have been described in the medical literature.",html:p,"autosomal dominant",,3,https://ghr.nlm.nih.gov/chromosome/3,"3q29 microduplication",GTR,C2749873,,,,,,
,,,,,,,,"chromosome 3q29 duplication syndrome",db,key,,,,,,
,,,,,,,,"microduplication 3q29 syndrome",MeSH,D008607,,,,,,
,,,,,,,,"trisomy 3q29",db,key,,,,,,
,,,html:p,,,,,,MeSH,D058674,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611936,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,251038,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",717973004,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"46,XX testicular disorder of sex development",https://ghr.nlm.nih.gov/condition/46xx-testicular-disorder-of-sex-development,"Approximately 1 in 20,000 individuals with a male appearance have 46,XX",html,memo,related-gene,gene-symbol,ghr-page,"46,XX sex reversal",db,key,2008-11,2017-12-29,,,,
,,"testicular disorder.",html:p,"autosomal dominant",,SOX3,https://ghr.nlm.nih.gov/gene/SOX3,"XX male syndrome",GTR,C2936420,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"XX sex reversal",db,key,,,,,,
,,,,,,SOX9,https://ghr.nlm.nih.gov/gene/SOX9,,GeneReviews,xxms,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,db,key,,,,,,
,,,,,,SRY,https://ghr.nlm.nih.gov/gene/SRY,,MeSH,D058531,,,,,,
,,,,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,,,,X,https://ghr.nlm.nih.gov/chromosome/X,,OMIM,400045,,,,,,
,,,,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,,,,Y,https://ghr.nlm.nih.gov/chromosome/Y,,Orphanet,393,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",74398009,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"47,XYY syndrome",https://ghr.nlm.nih.gov/condition/47xyy-syndrome,"This condition occurs in about 1 in 1,000 newborn boys. Five to 10 boys",html,memo,related-chromosome,name,ghr-page,"Jacob's syndrome",db,key,2009-01,2017-12-29,,,,
,,"with 47,XYY syndrome are born in the United States each day.",html:p,"not inherited",,Y,https://ghr.nlm.nih.gov/chromosome/Y,"XYY Karyotype",GTR,C3266843,,,,,,
,,,,,,,,"XYY syndrome",db,key,,,,,,
,,,,,,,,"YY syndrome",ICD-10-CM,Q98.5,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D014997,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,8,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",50749006,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"48,XXYY syndrome",https://ghr.nlm.nih.gov/condition/48xxyy-syndrome,"48,XXYY syndrome is estimated to affect 1 in 18,000 to 40,000 males.",html,memo,related-chromosome,name,ghr-page,"XXYY syndrome",db,key,2017-10,2017-12-29,,,,
,,,html:p,"not inherited",,X,https://ghr.nlm.nih.gov/chromosome/X,,GTR,C2936741,,,,,,
,,,,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,html:p,,,Y,https://ghr.nlm.nih.gov/chromosome/Y,,MeSH,D007713,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,10,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",403760006,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"5-alpha reductase deficiency",https://ghr.nlm.nih.gov/condition/5-alpha-reductase-deficiency,"5-alpha reductase deficiency is a rare condition; the exact incidence is",html,memo,related-gene,gene-symbol,ghr-page,"familial incomplete male pseudohermaphroditism, type 2",db,key,2017-04,2017-12-29,,,,
,,"unknown. Large families with affected members have been found in several",html:p,"autosomal recessive",,SRD5A2,https://ghr.nlm.nih.gov/gene/SRD5A2,"male pseudohermaphroditism due to 5-alpha-reductase deficiency",GTR,C0268297,,,,,,
,,"countries, including the Dominican Republic, Papua New Guinea, Turkey, and",,,,,,PPSH,db,key,,,,,,
,,Egypt.,,,,,,"pseudovaginal perineoscrotal hypospadias",MeSH,D058490,,,,,,
,,,,,,,,"steroid 5-alpha-reductase deficiency",db,key,,,,,,
,,,,,,,,,OMIM,264600,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,753,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",57514000,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"5q minus syndrome",https://ghr.nlm.nih.gov/condition/5q-minus-syndrome,"MDS affects nearly 1 in 20,000 people in the United States. It is thought",html,memo,related-gene,gene-symbol,ghr-page,"5q- syndrome",db,key,2015-11,2017-12-29,,,,
,,"that 5q- syndrome accounts for 15 percent of MDS cases. Unlike other forms of",html:p,"not inherited",,MIR145,https://ghr.nlm.nih.gov/gene/MIR145,"chromosome 5q deletion syndrome",GTR,C0740302,,,,,,
,,"MDS, which occur more frequently in men than women, 5q- syndrome is more than",,,related-gene,gene-symbol,ghr-page,"myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality",db,key,,,,,,
,,"twice as common in women.",,,,MIR146A,https://ghr.nlm.nih.gov/gene/MIR146A,"myelodysplastic syndrome with 5q deletion",ICD-10-CM,D46.C,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"myelodysplastic syndrome with 5q deletion syndrome",db,key,,,,,,
,,,,,,RPS14,https://ghr.nlm.nih.gov/gene/RPS14,"refractory macrocytic anemia due to 5q deletion",MeSH,D009190,,,,,,
,,,,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,,,,5,https://ghr.nlm.nih.gov/chromosome/5,,OMIM,153550,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",277597005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"5q31.3 microdeletion syndrome",https://ghr.nlm.nih.gov/condition/5q313-microdeletion-syndrome,"5q31.3 microdeletion syndrome is a very rare disorder. At least eight",html,memo,related-gene,gene-symbol,ghr-page,"severe neonatal --encephalopathy syndrome due to 5q31.3",db,key,2017-08,2017-12-29,,,,
,,"individuals with the condition have been described in the medical literature.",html:p,"autosomal dominant",,NRG2,https://ghr.nlm.nih.gov/gene/NRG2,microdeletion,GeneReviews,pura-dis,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,db,key,,,,,,
,,,,,,PURA,https://ghr.nlm.nih.gov/gene/PURA,,MeSH,D065886,,,,,,
,,,,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,,,,5,https://ghr.nlm.nih.gov/chromosome/5,,Orphanet,314655,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"6q24-related transient neonatal diabetes mellitus",https://ghr.nlm.nih.gov/condition/6q24-related-transient-neonatal-diabetes-melli,"Between 1 in 215,000 and 1 in 400,000 babies are born with diabetes",html,memo,related-gene,gene-symbol,ghr-page,6q24-TNDM,db,key,2011-02,2017-12-29,,,,
,tus,"mellitus. In about half of these babies, the diabetes is transient. Researchers",html:p,"autosomal recessive",,HYMAI,https://ghr.nlm.nih.gov/gene/HYMAI,"TNDM type 1",GTR,C1832386,,,,,,
,,"estimate that approximately 70 percent of transient diabetes in newborns is",,,related-gene,gene-symbol,ghr-page,"transient neonatal diabetes mellitus 1",db,key,,,,,,
,,"caused by 6q24-related transient neonatal diabetes mellitus.",,,,PLAGL1,https://ghr.nlm.nih.gov/gene/PLAGL1,,GeneReviews,dmtn,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,db,key,,,,,,
,,,,,,ZFP57,https://ghr.nlm.nih.gov/gene/ZFP57,,MeSH,D003920,,,,,,
,,,html:p,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,,,,6,https://ghr.nlm.nih.gov/chromosome/6,,OMIM,601410,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,224,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",609579009,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"7q11.23 duplication syndrome",https://ghr.nlm.nih.gov/condition/7q1123-duplication-syndrome,"The prevalence of this disorder is estimated to be 1 in 7,500 to 20,000",html,memo,related-gene,gene-symbol,ghr-page,"7q11.23 microduplication syndrome",db,key,2017-07,2017-12-29,,,,
,,people.,html:p,"autosomal dominant",,ELN,https://ghr.nlm.nih.gov/gene/ELN,"chromosome 7q11.23 duplication",GTR,C1857844,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"chromosome 7q11.23 duplication syndrome",db,key,,,,,,
,,,html:p,,,GTF2I,https://ghr.nlm.nih.gov/gene/GTF2I,dup(7)(q11.23),GeneReviews,dup7q11_23,,,,,,
,,,,,related-chromosome,name,ghr-page,"Somerville-Van der Aa syndrome",db,key,,,,,,
,,,,,,7,https://ghr.nlm.nih.gov/chromosome/7,"trisomy 7q11.23",MeSH,D058674,,,,,,
,,,,,,,,"WBS duplication syndrome",db,key,,,,,,
,,,,,,,,"Williams-Beuren region duplication syndrome",OMIM,609757,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,96121,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"8p11 myeloproliferative syndrome",https://ghr.nlm.nih.gov/condition/8p11-myeloproliferative-syndrome,"The prevalence of 8p11 myeloproliferative syndrome is unknown. It is",html,memo,related-gene,gene-symbol,ghr-page,"8p11 stem cell leukemia/lymphoma syndrome",db,key,2013-07,2017-12-29,,,,
,,"thought to be a rare condition.",html:p,"not inherited",,FGFR1,https://ghr.nlm.nih.gov/gene/FGFR1,"8p11 stem cell syndrome",GTR,C3150773,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"myeloid and lymphoid neoplasms with FGFR1 abnormalities",db,key,,,,,,
,,,,,,ZMYM2,https://ghr.nlm.nih.gov/gene/ZMYM2,"stem cell leukemia/lymphoma",MeSH,D009196,,,,,,
,,,,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,,,,8,https://ghr.nlm.nih.gov/chromosome/8,,OMIM,613523,,,,,,
,,,html:p,,related-chromosome,name,ghr-page,,db,key,,,,,,
,,,,,,13,https://ghr.nlm.nih.gov/chromosome/13,,Orphanet,168953,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",450942006,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"9q22.3 microdeletion",https://ghr.nlm.nih.gov/condition/9q223-microdeletion,"9q22.3 microdeletion appears to be a rare chromosomal change. About three",html,memo,related-gene,gene-symbol,ghr-page,"9q22 deletion syndrome",db,key,2017-10,2017-12-29,,,,
,,"dozen affected individuals have been reported in the medical literature.",html:p,"autosomal dominant",,PTCH1,https://ghr.nlm.nih.gov/gene/PTCH1,"9q22.3 deletion",GTR,C0004779,,,,,,
,,,,,related-chromosome,name,ghr-page,"microdeletion 9q22.3 syndrome",db,key,,,,,,
,,,,,,9,https://ghr.nlm.nih.gov/chromosome/9,,GTR,CN119542,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,GeneReviews,bcns,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,GeneReviews,mdel9q22_3,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D025063,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,109400,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,Orphanet,77301,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",711489004,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Aarskog-Scott syndrome",https://ghr.nlm.nih.gov/condition/aarskog-scott-syndrome,"Aarskog-Scott syndrome is believed to be a rare disorder; however, its",html,memo,related-gene,gene-symbol,ghr-page,"Aarskog syndrome",db,key,2017-10,2017-12-29,,,,
,,"prevalence is unknown because mildly affected people may not be diagnosed.",html:p,"autosomal dominant",,FGD1,https://ghr.nlm.nih.gov/gene/FGD1,AAS,GTR,C0175701,,,,,,
,,,,memo,,,,"facio-digito-genital dysplasia",db,key,,,,,,
,,,,"autosomal recessive",,,,"faciodigitogenital syndrome",MeSH,D040181,,,,,,
,,,html:p,memo,,,,"faciogenital dysplasia",db,key,,,,,,
,,,,"X-linked recessive",,,,FGDY,OMIM,305400,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,915,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",14921002,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Abdominal wall defect",https://ghr.nlm.nih.gov/condition/abdominal-wall-defect,"Abdominal wall defects are uncommon. Omphalocele affects an estimated 2 to",html,memo,synonym,"abdominal hernia",db-key,key,2017-12-29,,,,,,,
,,"2.5 in 10,000 newborns. Approximately 2 to 6 in 10,000 newborns are affected by",html:p,"pattern unknown",synonym,gastroschisis,,C0795690,,,,,,,,
,,"gastroschisis, although researchers have observed that this malformation is",,,synonym,"hernia, abdominal",db-key,key,,,,,,,,
,,"becoming more common. Abdominal wall defects are more common among pregnancies",,,synonym,omphalocele,,Q79.2,,,,,,,,
,,"that do not survive to term (miscarriages and stillbirths).",,,,,db-key,key,,,,,,,,
,,,,,,,,Q79.3,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,D046449,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,164750,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,230750,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,html:p,,,,,310980,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,660,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,2368,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,1542009,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,18735004,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,196864001,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,196868003,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,,,,,,36631002,,,,,,,,
,,,,,,,db-key,key,,,,,,,,
,,,html:p,,,,,72951007,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Abetalipoproteinemia,https://ghr.nlm.nih.gov/condition/abetalipoproteinemia,"Abetalipoproteinemia is a rare disorder with approximately 100 cases",html,memo,related-gene,gene-symbol,ghr-page,"Abetalipoproteinemia neuropathy",db,key,2008-11,2017-12-29,,,,
,,"described worldwide.",html:p,"autosomal recessive",,MTTP,https://ghr.nlm.nih.gov/gene/MTTP,acanthocytosis,GTR,C0000744,,,,,,
,,,,,,,,"Apolipoprotein B deficiency",db,key,,,,,,
,,,,,,,,"Bassen-Kornzweig Syndrome",ICD-10-CM,E78.6,,,,,,
,,,,,,,,"Betalipoprotein Deficiency Disease",db,key,,,,,,
,,,,,,,,"Congenital betalipoprotein deficiency syndrome",MeSH,D000012,,,,,,
,,,,,,,,"Microsomal Triglyceride Transfer Protein Deficiency Disease",db,key,,,,,,
,,,,,,,,,OMIM,200100,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,14,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",190787008,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"ACAD9 deficiency",https://ghr.nlm.nih.gov/condition/acad9-deficiency,"The prevalence of ACAD9 deficiency is unknown. At least 25 people with this",html,memo,related-gene,gene-symbol,ghr-page,"acyl-CoA dehydrogenase 9 deficiency",db,key,2017-04,2017-12-29,,,,
,,"condition have been described in the scientific literature.",html:p,"autosomal recessive",,ACAD9,https://ghr.nlm.nih.gov/gene/ACAD9,"deficiency of acyl-CoA dehydrogenase family member 9",GTR,C1970173,,,,,,
,,,,,,,,"mitochondrial complex I deficiency due to ACAD9 deficiency",db,key,,,,,,
,,,,,,,,,GeneReviews,mt-overview,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D028361,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611126,,,,,,
